match_id,patch,league_name,radiant_name,dire_name,radiant_win,draft_order,draft_teams,draft_is_pick,radiant_players,dire_players
8826950190,60,Dota 2 Space League,FALL VICTIMS,FLYING FORTUNE,False,"Windranger, Void Spirit, Beastmaster, Brewmaster, Visage, Dazzle, Death Prophet, Crystal Maiden, Lich, Venomancer, Snapfire, Sand King, Nature's Prophet, Mirana, Ogre Magi, Pudge, Shadow Fiend, Anti-Mage, Techies, Tinker, Pangolier, Arc Warden, Templar Assassin, Luna","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","FV.NoRemorse, FV.Trilemma, FV.BenzDance~, FV.Norbert, FV.1Yato1","Ff.ZagZag, Ff.DaemonT, Ff.Duh, Ff.WaitFreestyle, Ff.KoSide"
8826916067,60,Dota 2 Space League,FLYING FORTUNE,FALL VICTIMS,True,"Sand King, Nyx Assassin, Beastmaster, Brewmaster, Venomancer, Dazzle, Death Prophet, Crystal Maiden, Jakiro, Windranger, Visage, Enigma, Tusk, Clockwerk, Ogre Magi, Wraith King, Monkey King, Sniper, Void Spirit, Spectre, Snapfire, Pangolier, Chaos Knight, Ember Spirit","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Ff.ZagZag, Ff.DaemonT, Ff.WaitFreestyle, Ff.Duh, Ff.KoSide","FV.NoRemorse, FV.Trilemma, FV.BenzDance~, FV.1Yato1, FV.Norbert"
8826878944,60,Dota 2 Space League,CrimsonSky,HELLBEAR HEROES,True,"Abaddon, Beastmaster, Enigma, Magnus, Nature's Prophet, Pangolier, Techies, Crystal Maiden, Shadow Shaman, Snapfire, Windranger, Void Spirit, Spirit Breaker, Skywrath Mage, Centaur Warrunner, Chaos Knight, Storm Spirit, Earthshaker, Venomancer, Anti-Mage, Visage, Ember Spirit, Shadow Fiend, Dragon Knight","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","CS.Lemy, CS.Qipik, CS.Nupiq, CS.Vexus, CS.Fijik","HH.Rakinu, HH.Harbinger, HH.Bambula, HH.Chedema, HH.packout"
8826839821,60,Dota 2 Space League,HELLBEAR HEROES,CrimsonSky,False,"Abaddon, Beastmaster, Dawnbreaker, Huskar, Pangolier, Dazzle, Magnus, Chaos Knight, Disruptor, Windranger, Storm Spirit, Void Spirit, Snapfire, Skywrath Mage, Crystal Maiden, Invoker, Wraith King, Lina, Techies, Templar Assassin, Venomancer, Terrorblade, Shadow Fiend, Sven","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","HH.Rakinu, HH.Chedema, HH.Bambula, HH.Harbinger, HH.packout","CS.Lemy, CS.Qipik, CS.Nupiq, CS.Vexus, CS.Fijik"
8826788734,60,Ultras Dota Pro League  2025-26,Dominion,Eye Gaming,True,"Huskar, Snapfire, Silencer, Ring Master, Shadow Fiend, Treant Protector, Lion, Phoenix, Invoker, Dawnbreaker, Nyx Assassin, Lich, Hoodwink, Pangolier, Tiny, Legion Commander, Ogre Magi, Lifestealer, Faceless Void, Jakiro, Juggernaut, Tusk, Oracle, Templar Assassin","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","chad, Leocouk, so?, qwaza, Konina","1kxaos, modafinil, eclipse, -shanks, Герман"
8826726482,60,Ultras Dota Pro League  2025-26,Dominion,Eye Gaming,True,"Lion, Silencer, Shadow Fiend, Invoker, Nyx Assassin, Huskar, Snapfire, Dawnbreaker, Rubick, Treant Protector, Ring Master, Ember Spirit, Tusk, Phoenix, Ogre Magi, Pangolier, Faceless Void, Necrophos, Doom, Storm Spirit, Timbersaw, Luna, Phantom Assassin, Queen of Pain","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Konina, so?, qwaza, chad, Leocouk","-shanks, modafinil, 1kxaos, Герман, eclipse"
8826691962,60,BLAST SLAM VII,Team Spirit,BB,False,"Slardar, Pangolier, Lone Druid, Clockwerk, Shadow Fiend, Beastmaster, Puck, Snapfire, Queen of Pain, Alchemist, Treant Protector, Kez, Hoodwink, Keeper of the Light, Bane, Largo, Ring Master, Lycan, Naga Siren, Faceless Void, Bristleback, Tiny, Lifestealer, Terrorblade","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Yatoro, rue, Larl, not_me, Collapse","Kiritych~, gpk~, MieRo, Save-, Kataomi`"
8826656828,60,Ultras Dota Pro League  2025-26,Eye Gaming,Dominion,True,"Huskar, Shadow Fiend, Dawnbreaker, Storm Spirit, Invoker, Silencer, Rubick, Snapfire, Pangolier, Phoenix, Hoodwink, Night Stalker, Nyx Assassin, Treant Protector, Kunkka, Ursa, Lich, Drow Ranger, Tidehunter, Doom, Mars, Viper, Razor, Necrophos","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Герман, modafinil, eclipse, -shanks, 1kxaos","chad, so?, Leocouk, qwaza, Konina"
8826631538,60,BLAST SLAM VII,Tundra Esports,Team Liquid,True,"Puck, Storm Spirit, Lone Druid, Invoker, Shadow Fiend, Clockwerk, Snapfire, Doom, Centaur Warrunner, Tiny, Witch Doctor, Lion, Hoodwink, Bane, Keeper of the Light, Treant Protector, Drow Ranger, Ember Spirit, Huskar, Kez, Monkey King, Ursa, Largo, Bristleback","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","33, Ari, Whitemon, bzm, Pure","tOfu, Ace ♠, Nisha, Boxi, m1CKe"
8826591758,60,BLAST SLAM VII,PARIVISION,Team Yandex,False,"Io, Viper, Hoodwink, Bane, Kez, Enigma, Treant Protector, Lone Druid, Keeper of the Light, Beastmaster, Shadow Fiend, Pangolier, Clockwerk, Slardar, Lich, Necrophos, Timbersaw, Phoenix, Huskar, Nyx Assassin, Sniper, Tusk, Rubick, Storm Spirit","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Satanic, Noticed, No[o]ne-, 9Class, Dukalis","医者watson`, CHIRA_JUNIOR, DM, Maladych, Saksa"
8826546060,60,Ultras Dota Pro League  2025-26,Air Defence,Cinqueblinks,True,"Invoker, Huskar, Skywrath Mage, Monkey King, Snapfire, Queen of Pain, Doom, Silencer, Phoenix, Shadow Fiend, Zeus, Ursa, Lion, Lifestealer, Lich, Kez, Slardar, Axe, Necrophos, Ember Spirit, Puck, Storm Spirit, Pangolier, Pudge","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","qwaza, hi, Impact, chad, Leocouk","domenikosina, MAKJIbIM, Konina, paul, Герман"
8826537048,60,BLAST SLAM VII,Aurora Gaming,GLYPH,False,"Kez, Windranger, Lone Druid, Puck, Brewmaster, Timbersaw, Doom, Snapfire, Clockwerk, Invoker, Queen of Pain, Necrophos, Storm Spirit, Lion, Tiny, Omniknight, Winter Wyvern, Tidehunter, Ursa, Silencer, Monkey King, Phoenix, Shadow Demon, Shadow Fiend","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Nightfall, Mikoto, Ws`, Mira, kaori","JACKBOYS, Emo, zeal, Jhocam, NARMAN"
8826503708,60,Destiny League,Lunar Vibes,LV United,False,"Snapfire, Sand King, Monkey King, Tiny, Death Prophet, Marci, Sniper, Razor, Warlock, Pangolier, Visage, Phoenix, Zeus, Witch Doctor, Shadow Fiend, Lina, Kunkka, Spirit Breaker, Windranger, Storm Spirit, Void Spirit, Puck, Mars, Gyrocopter","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","LV.Ashreaver, LV.Duskworn, LV.Velm, Morne, LV.Noxen","reneewilliams1915, carolynwight1917, timothydillon1990, juliettemcneil1926, meganpelc1900"
8826468180,60,BLAST SLAM VII,LGD Gaming,Team Falcons,False,"Huskar, Timbersaw, Lone Druid, Snapfire, Pangolier, Kez, Clockwerk, Hoodwink, Tiny, Sniper, Slardar, Viper, Lion, Axe, Zeus, Doom, Chen, Bane, Ember Spirit, Shadow Fiend, Monkey King, Meepo, Night Stalker, Void Spirit","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Yuma, TaiLung, Wisper, Thiolicor, KingJungles","Sneyking, skiter, Malr1ne, AMMAR_THE_F, Cr1t-"
8826451072,60,Destiny League,LV United,Lunar Vibes,True,"Ring Master, Nature's Prophet, Shadow Fiend, Lone Druid, Snapfire, Alchemist, Disruptor, Pangolier, Rubick, Puck, Storm Spirit, Windranger, Warlock, Tiny, Monkey King, Dark Willow, Bristleback, Ogre Magi, Zeus, Witch Doctor, Magnus, Skywrath Mage, Lion, Lifestealer","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","timothydillon1990, carolynwight1917, reneewilliams1915, juliettemcneil1926, meganpelc1900","LV.Ashreaver, LV.Noxen, LV.Duskworn, LV.Velm, Morne"
8826446566,60,Ultras Dota Pro League  2025-26,Cinqueblinks,Air Defence,False,"Skywrath Mage, Queen of Pain, Snapfire, Shadow Fiend, Monkey King, Huskar, Invoker, Phoenix, Silencer, Ursa, Lifestealer, Spirit Breaker, Dawnbreaker, Zeus, Beastmaster, Ring Master, Storm Spirit, Necrophos, Drow Ranger, Slark, Clinkz, Luna, Kez, Medusa","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","domenikosina, paul, Konina, MAKJIbIM, Герман","qwaza, hi, chad, Impact, Leocouk"
8826437838,60,BLAST SLAM VII,Xtreme Gaming,OG,True,"Drow Ranger, Puck, Clockwerk, Lone Druid, Storm Spirit, Windranger, Kez, Pangolier, Bane, Terrorblade, Ember Spirit, Timbersaw, Beastmaster, Hoodwink, Enchantress, Tiny, Keeper of the Light, Dawnbreaker, Doom, Necrophos, Slardar, Alchemist, Luna, Snapfire","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Ame, NothingToSay, Xxs, fy, xNova","TORONTOTOKYO, skem, Yopaj-, TIMS, Natsumi"
8826387068,60,Destiny League,The Last Titan,Wiser Warriors,False,"Tinker, Naga Siren, Io, Nyx Assassin, Outworld Devourer, Marci, Visage, Bane, Snapfire, Morphling, Medusa, Skywrath Mage, Void Spirit, Windranger, Rubick, Nature's Prophet, Shadow Shaman, Shadow Fiend, Phantom Lancer, Storm Spirit, Meepo, Muerta, Troll Warlord, Spirit Breaker","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","eleanorsnowden1968, roberteverhart1903, samuelroddy1986, lindafisher1900, helenbudds1999","Nightfull, EmbraceTheLight, Dust_2, AKID, Sandy"
8826368986,60,Ultras Dota Pro League  2025-26,Nethercore,Air Defence,True,"Razor, Doom, Shadow Fiend, Huskar, Silencer, Invoker, Snapfire, Pangolier, Phoenix, Monkey King, Luna, Techies, Rubick, Zeus, Tusk, Storm Spirit, Dawnbreaker, Ursa, Troll Warlord, Pudge, Lifestealer, Largo, Brewmaster, Faceless Void","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","modafinil, блин почему я не Роналдо, TrenchWorld, Hardlane griefing, скряяя","qwaza, Impact, hi, chad, Leocouk"
8826362754,60,刀塔扭蛋杯,你也想喝酒吗,软柿子人身意外饱险,False,"Clockwerk, Snapfire, Rubick, Lion, Tusk, Lone Druid, Grimstroke, Hoodwink, Doom, Drow Ranger, Necrophos, Kez, Witch Doctor, Dawnbreaker, Phoenix, Nyx Assassin, Razor, Centaur Warrunner, Leshrac, Muerta, Queen of Pain, Tiny, Slark, Storm Spirit","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","仙翁, 复读机, 聂风-, cnclem, SETF;BOS","永远鲜红の幼月, 啊~~Sherry, red, 太陽系蓝胖胖, 飞鸟以天空为巢"
8826353613,60,刀塔扭蛋杯,九州忠诚,海南水果大亨,False,"Snapfire, Necrophos, Enchantress, Clockwerk, Puck, Hoodwink, Rubick, Doom, Mars, Night Stalker, Drow Ranger, Grimstroke, Phoenix, Nyx Assassin, Dark Willow, Treant Protector, Kez, Storm Spirit, Huskar, Muerta, Death Prophet, Lone Druid, Juggernaut, Anti-Mage","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","很难不suki嘉然小姐, 30fps 200ping, 等有机会的, 0.0, 我将以波浪形态出击","立花, 没有鸡脚, 影魔很白, IcedAmericano, 风凌2"
8826347921,60,BLAST SLAM VII,Team Yandex,Team Liquid,True,"Enigma, Timbersaw, Clockwerk, Lone Druid, Slardar, Kez, Pangolier, Doom, Shadow Fiend, Treant Protector, Enchantress, Hoodwink, Keeper of the Light, Techies, Lich, Beastmaster, Bane, Puck, Night Stalker, Tiny, Void Spirit, Lycan, Windranger, Ember Spirit","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","医者watson`, CHIRA_JUNIOR, DM, Maladych, Saksa","tOfu, Ace ♠, Nisha, Boxi, m1CKe"
8826341985,60,BLAST SLAM VII,Team Spirit,Tundra Esports,True,"Slardar, Snapfire, Lone Druid, Clockwerk, Pangolier, Largo, Invoker, Timbersaw, Shadow Fiend, Treant Protector, Puck, Lion, Hoodwink, Tusk, Lich, Doom, Bane, Drow Ranger, Ember Spirit, Storm Spirit, Kunkka, Queen of Pain, Zeus, Earth Spirit","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Yatoro, rue, Larl, not_me, Collapse","33, Ari, Whitemon, bzm, Pure"
8826326176,60,Destiny League,Wiser Warriors,The Last Titan,True,"Tinker, Outworld Devourer, Abaddon, Beastmaster, Medusa, Windranger, Void Spirit, Crystal Maiden, Shadow Shaman, Lone Druid, Naga Siren, Batrider, Marci, Lion, Axe, Shadow Fiend, Lycan, Lina, Morphling, Drow Ranger, Meepo, Faceless Void, Luna, Rubick","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Nightfull, Dust_2, AKID, EmbraceTheLight, Sandy","eleanorsnowden1968, roberteverhart1903, helenbudds1999, lindafisher1900, samuelroddy1986"
8826317115,60,刀塔扭蛋杯,PSG.LGD,莲陈诀,False,"Silencer, Warlock, Lone Druid, Dawnbreaker, Snapfire, Dark Willow, Techies, Lich, Disruptor, Lifestealer, Faceless Void, Doom, Invoker, Tiny, Venomancer, Drow Ranger, Centaur Warrunner, Ember Spirit, Necrophos, Underlord, Viper, Night Stalker, Phantom Lancer, Leshrac","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Dont'kill'kenny, 小蚂蚁, WDF, 老灯, 猫力丶Molly","Jm, 阿倪蛋糕店, saowa, 拔刀, lan"
8826305243,60,刀塔扭蛋杯,汤臣一品,兄弟DOTA,False,"Techies, Visage, Monkey King, Clockwerk, Lina, Alchemist, Silencer, Lich, Skywrath Mage, Storm Spirit, Axe, Queen of Pain, Lion, Night Stalker, Hoodwink, Dawnbreaker, Lifestealer, Ember Spirit, Huskar, Kez, Slardar, Muerta, Luna, Pudge","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Ender, 24Herbs, Rain, MAN!!!!!!!!BRO!!!!, 胖胖饺子","区, 6, Griffin, Hunter100%, YingCheng"
8826291933,60,Ultras Dota Pro League  2025-26,Air Defence,Nethercore,False,"Shadow Fiend, Huskar, Razor, Doom, Invoker, Hoodwink, Dawnbreaker, Snapfire, Phoenix, Pangolier, Ember Spirit, Legion Commander, Techies, Rubick, Centaur Warrunner, Nyx Assassin, Lifestealer, Ursa, Puck, Storm Spirit, Queen of Pain, Death Prophet, Void Spirit, Monkey King","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","qwaza, Leocouk, hi, Impact, chad","блин почему я не Роналдо, modafinil, TrenchWorld, Hardlane griefing, скряяя"
8826283719,60,刀塔扭蛋杯,蛋仔派对,法式可颂蛋挞,False,"Doom, Silencer, Lion, Lone Druid, Invoker, Clockwerk, Techies, Hoodwink, Snapfire, Tidehunter, Underlord, Disruptor, Faceless Void, Dawnbreaker, Ring Master, Shadow Demon, Slardar, Puck, Void Spirit, Phantom Lancer, Ember Spirit, Slark, Muerta, Sniper","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","白桃乌龙, 幺鸡麻将王, Primate Reaper, 宇宙牌香烟, 伯纳乌杀神","Misaka Mikoto, Q, 两豪杰四张狂, 魂守底迪, horizon"
8826283627,60,刀塔扭蛋杯,软柿子人身意外饱险,超耐磨,True,"Snapfire, Tusk, Hoodwink, Spirit Breaker, Silencer, Slardar, Outworld Devourer, Dawnbreaker, Nyx Assassin, Rubick, Faceless Void, Viper, Mars, Clockwerk, Weaver, Morphling, Lich, Lion, Huskar, Lina, Necrophos, Puck, Void Spirit, Invoker","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Riceshower, 啊~~Sherry, 太陽系蓝胖胖, 吧唧吧唧丶, 飞鸟以天空为巢","小火龙, 魔道子, 猪猪侠, 你比从前快了, 老夫之道 随心所欲"
8826268665,60,Destiny League,Nova Pulse,Dark Rebellion,False,"Techies, Venomancer, Winter Wyvern, Visage, Sand King, Windranger, Storm Spirit, Shadow Demon, Snapfire, Queen of Pain, Rubick, Necrophos, Tiny, Skywrath Mage, Beastmaster, Silencer, Slardar, Shadow Fiend, Void Spirit, Tinker, Lina, Witch Doctor, Faceless Void, Sniper","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","NP.reneemartin, NP.chaveve, NP.Black l1ght, NP.infinity, NP.BlAze","wannacoffee, babyface, Denz, Vahee, SectumSempra"
8826268112,60,BLAST SLAM VII,Aurora Gaming,BB,False,"Puck, Doom, Beastmaster, Kez, Timbersaw, Snapfire, Lone Druid, Clockwerk, Tiny, Pangolier, Axe, Huskar, Hoodwink, Keeper of the Light, Largo, Phoenix, Storm Spirit, Ember Spirit, Dawnbreaker, Muerta, Mars, Necrophos, Windranger, Centaur Warrunner","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Nightfall, Mikoto, Ws`, Mira, kaori","Kiritych~, gpk~, MieRo, Save-, Kataomi`"
8826258112,60,BLAST SLAM VII,PARIVISION,Xtreme Gaming,True,"Drow Ranger, Clockwerk, Kez, Pangolier, Puck, Lone Druid, Beastmaster, Io, Keeper of the Light, Storm Spirit, Tiny, Bane, Snapfire, Viper, Treant Protector, Mars, Elder Titan, Slardar, Terrorblade, Shadow Fiend, Windranger, Gyrocopter, Juggernaut, Muerta","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Satanic, Noticed, No[o]ne-, 9Class, Dukalis","Ame, NothingToSay, Xxs, fy, xNova"
8826240943,60,刀塔扭蛋杯,莲陈诀,PSG.LGD,True,"Lone Druid, Dark Willow, Silencer, Mars, Techies, Skywrath Mage, Spirit Breaker, Snapfire, Nyx Assassin, Dawnbreaker, Night Stalker, Faceless Void, Lifestealer, Warlock, Axe, Lich, Tidehunter, Necrophos, Invoker, Shadow Shaman, Puck, Lion, Morphling, Void Spirit","0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Jm, lan, 拔刀, saowa, 阿倪蛋糕店","WDF, 小蚂蚁, 老灯, 猫力丶Molly, Dont'kill'kenny"
8826220238,60,Destiny League,Dark Rebellion,Nova Pulse,True,"Arc Warden, Pangolier, Storm Spirit, Queen of Pain, Jakiro, Phantom Assassin, Axe, Lich, Lion, Rubick, Shadow Demon, Night Stalker, Nature's Prophet, Skywrath Mage, Legion Commander, Ursa, Puck, Shadow Fiend, Necrophos, Beastmaster, Gyrocopter, Faceless Void, Invoker, Dawnbreaker","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","wannacoffee, Vahee, babyface, Denz, SectumSempra","NP.reneemartin, NP.infinity, NP.chaveve, NP.BlAze, NP.Black l1ght"
8826218381,60,刀塔扭蛋杯,兄弟DOTA,汤臣一品,True,"Monkey King, Snapfire, Clockwerk, Techies, Nyx Assassin, Lone Druid, Weaver, Dawnbreaker, Silencer, Lion, Drow Ranger, Storm Spirit, Lich, Visage, Tiny, Tidehunter, Alchemist, Lina, Queen of Pain, Doom, Ember Spirit, Disruptor, Spirit Breaker, Puck","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","6, 区, Griffin, Hunter100%, YingCheng","Ender, MAN!!!!!!!!BRO!!!!, 胖胖饺子, 24Herbs, Rain"
8826208948,60,刀塔扭蛋杯,法式可颂蛋挞,蛋仔派对,True,"Lion, Clockwerk, Doom, Silencer, Techies, Hoodwink, Snapfire, Lone Druid, Underlord, Puck, Queen of Pain, Rubick, Phoenix, Shadow Shaman, Enchantress, Leshrac, Warlock, Invoker, Faceless Void, Slardar, Lifestealer, Tidehunter, Axe, Phantom Lancer","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","Misaka Mikoto, 魂守底迪, 两豪杰四张狂, Q, horizon","伯纳乌杀神, 白桃乌龙, 幺鸡麻将王, Primate Reaper, 宇宙牌香烟"
8826206184,60,刀塔扭蛋杯,超耐磨,软柿子人身意外饱险,False,"Spirit Breaker, Hoodwink, Dawnbreaker, Rubick, Doom, Faceless Void, Puck, Snapfire, Nature's Prophet, Nyx Assassin, Night Stalker, Pangolier, Disruptor, Clockwerk, Clinkz, Underlord, Jakiro, Slardar, Queen of Pain, Necrophos, Storm Spirit, Ember Spirit, Tusk, Windranger","1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0","False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True","老夫之道 随心所欲, 小火龙, 你比从前快了, 魔道子, 猪猪侠","啊~~Sherry, 飞鸟以天空为巢, Riceshower, 太陽系蓝胖胖, 吧唧吧唧丶"
